NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider Other Organization Name,Provider Other Organization Name Type Code,Provider First Line Business Mailing Address,Provider Second Line Business Mailing Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,Provider Business Mailing Address Postal Code,Provider Business Mailing Address Country Code (If outside U.S.),Provider Business Mailing Address Telephone Number,Provider Business Mailing Address Fax Number,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Provider Business Practice Location Address Fax Number,Provider Enumeration Date,Last Update Date,Authorized Official Last Name,Authorized Official First Name,Authorized Official Middle Name,Authorized Official Title or Position,Authorized Official Telephone Number,Healthcare Provider Taxonomy Code_1,Provider License Number_1,Provider License Number State Code_1,Healthcare Provider Primary Taxonomy Switch_1,Healthcare Provider Taxonomy Code_2,Healthcare Provider Taxonomy Code_3,Healthcare Provider Taxonomy Code_4,Healthcare Provider Taxonomy Code_5,Healthcare Provider Taxonomy Code_6,Healthcare Provider Taxonomy Code_7,Healthcare Provider Taxonomy Code_8,Healthcare Provider Taxonomy Code_9,Healthcare Provider Taxonomy Code_10,Healthcare Provider Taxonomy Code_11,Healthcare Provider Taxonomy Code_12,Healthcare Provider Taxonomy Code_13,Healthcare Provider Taxonomy Code_14,Healthcare Provider Taxonomy Code_15,Other Provider Identifier_1,Other Provider Identifier Type Code_1,Other Provider Identifier State_1,Other Provider Identifier Issuer_1,Other Provider Identifier_2,Other Provider Identifier Type Code_2,Other Provider Identifier State_2,Other Provider Identifier Issuer_2,Other Provider Identifier_3,Other Provider Identifier Type Code_3,Other Provider Identifier State_3,Other Provider Identifier Issuer_3,Other Provider Identifier_4,Other Provider Identifier Type Code_4,Other Provider Identifier State_4,Other Provider Identifier Issuer_4,Other Provider Identifier_5,Other Provider Identifier Type Code_5,Other Provider Identifier State_5,Other Provider Identifier Issuer_5,Other Provider Identifier_6,Other Provider Identifier Type Code_6,Other Provider Identifier State_6,Other Provider Identifier Issuer_6,Other Provider Identifier_7,Other Provider Identifier Type Code_7,Other Provider Identifier State_7,Other Provider Identifier Issuer_7,Other Provider Identifier_8,Other Provider Identifier Type Code_8,Other Provider Identifier State_8,Other Provider Identifier Issuer_8,Other Provider Identifier_9,Other Provider Identifier Type Code_9,Other Provider Identifier State_9,Other Provider Identifier Issuer_9,Is Sole Proprietor,Is Organization Subpart,Parent Organization LBN,Parent Organization TIN,Authorized Official Name Prefix Text,Authorized Official Name Suffix Text,Authorized Official Credential Text,Healthcare Provider Taxonomy Group_1,Healthcare Provider Taxonomy Group_2,Certification Date
1689954885,2,ENT IMAGING PARTNERS LLC,,,900 W 38TH STREET,SUITE 100,AUSTIN,TX,78705,US,5125013840,5125013841,900 W 38TH ST,SUITE 100,AUSTIN,TX,787051127,5125013840,5125013841,8/19/2011,8/19/2011,MCKINNEY,SHAWN,RENEE,OFFICE MGR,5125013840,261QR0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MRS.,,,,,
1831479682,2,ROCKDALE BLACKHAWK LLC,RICHARDS MEMORIAL HOSPITAL,3,PO BOX 1010,,ROCKDALE,TX,765671010,US,5124464500,,1528 LEANDER RD,,GEORGETOWN,TX,786288801,5128630782,5128632054,8/25/2011,9/29/2011,MADISON,JEFFREY,P,CEO,5124464500,261QR0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1295015055,2,ROCKDALE BLACKHAWK LLC,RICHARDS MEMORIAL HOSPITAL,3,PO BOX 1010,,ROCKDALE,TX,765671010,US,5124464500,,3101 HIGHWAY 71 E,SUITE 101,BASTROP,TX,786025156,5123320222,5123320229,8/25/2011,9/29/2011,MADISON,JEFFREY,P,CEO,5124464500,261QR0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,,,,
1326329079,2,SETON FAMILY OF HOSPITALS,,,1345 PHILOMENA ST,STE. 362,AUSTIN,TX,787233185,US,,,1345 PHILOMENA ST,STE. 362,AUSTIN,TX,787233185,5123245912,,9/7/2011,5/7/2012,GARZA,JESUS,,INTERIM PRESIDENT/CEO,5123241981,302R00000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,SETON FAMILY OF HOSPITALS,<UNAVAIL>,,,,,,
1023391885,2,INTEGRATED MENTAL HEALTH SERVICES,CENPATICO,3,504 LAVACA STREET,SUITE 850,AUSTIN,TX,787012939,US,5124067200,,504 LAVACA STREET,SUITE 850,AUSTIN,TX,787012939,5124067200,,9/27/2011,9/27/2011,DONALDSON,SAMUEL,ANDREW,CHIEF EXECUTIVE OFFICER,5124067515,302R00000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,"PHD, PSYCHOLOGIST",,,
1245514975,2,ROCKDALE BLACKHAWK LLC,RICHARDS MEMORIAL HOSPITAL,3,715 DISCOVERY BLVD,SUITE 102,CEDAR PARK,TX,786132287,US,5122598222,5122598270,715 DISCOVERY BLVD,SUITE 102,CEDAR PARK,TX,786132287,5122598222,5122598270,9/29/2011,9/29/2011,MADISON,JEFFERY,P,CEO,5124464500,261QR0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1073898920,2,"CHILDRENS HEALTH CENTER, P.A.",,,1009 FALLS PKWY,,MARBLE FALLS,TX,786544630,US,8306933988,8306935691,1009 FALLS PKWY,,MARBLE FALLS,TX,786544630,8306933988,8306935691,10/11/2011,10/8/2015,THOMAS,SANDRA,K,PRESIDENT,8306933988,208000000X,H2834,TX,Y,261QP2300X,363LP0200X,,,,,,,,,,,,,285147901,5,TX,,285147902,5,TX,,285147903,5,TX,,2851479,5,TX,,285147905,5,TX,,285147904,5,TX,,,,,,,,,,,,,,,N,,,,,M.D.,193200000X MULTI-SPECIALTY GROUP,,
1760768394,2,LOUISVILLE LITHOTRIPSY LLC,,,9825 SPECTRUM DR,BLDG 3,AUSTIN,TX,787174913,US,5123282892,,9825 SPECTRUM DR,BLDG 3,AUSTIN,TX,787174913,5123282892,,10/27/2011,10/27/2011,DAVIS,CLINT,,LEGAL COUNSEL,5127214748,261QL0400X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,,,,
1548546088,2,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF AUSTIN, LLC",ENCOMPASS HEALTH REHABILITATION HOSPITAL OF AUSTIN,3,9001 LIBERTY PARKWAY,,BIRMINGHAM,AL,352427509,US,2059677116,2059696650,330 W. BEN WHITE BLVD.,,AUSTIN,TX,78704,5127304800,5127304801,10/28/2011,2/13/2023,WISNER,ROBERT,M.,VICE PRESIDENT,2059705702,283X00000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,ENCOMPASS HEALTH CORPORATION,<UNAVAIL>,,,,,,2/13/2023
1801172978,2,DERWIN EMIL BIOS,BIOS 4 D IMAGING LLC,3,524 MEADOWLARK ST,,LAKEWAY,TX,787345313,US,5125571745,,524 MEADOWLARK ST,,LAKEWAY,TX,787345313,5125571745,,11/2/2011,3/22/2016,BIOS,DERWIN,EMIL,OWNER,5125571745,2471S1302X,94348,,N,2471V0105X,261QR0208X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,
1902183577,2,"THE TIMOTHY CENTER, INC.",,,11754 JOLLYVILLE RD STE 110,,AUSTIN,TX,787593948,US,5123312700,5122195097,11754 JOLLYVILLE RD STE 110,,AUSTIN,TX,787593948,5123312700,5122195097,11/10/2011,1/5/2021,MYERS,JIMMY,KYLE,OWNER AND OPERATOR,5123312700,101YP2500X,63765,TX,Y,261QM1300X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,"PHD, LPC-S",193200000X MULTI-SPECIALTY GROUP,,1/5/2021
1518234525,2,"RENAL TREATMENT CENTERS-SOUTHEAST, LP.",BLUEBONNET DIALYSIS,3,5200 VIRGINIA WAY,L&C DEPT,BRENTWOOD,TN,370277569,US,6159974210,8669355481,3601 MANOR RD,,AUSTIN,TX,787235816,5129267378,5129267364,11/18/2011,11/22/2022,WINSTEL,JOHN,,CHIEF ACCOUNTING OFFICER,2537334501,261QE0700X,,,Y,,,,,,,,,,,,,,,323153201,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,11/22/2022
1629345913,2,PEAK WELLNESS ASSICIATES,,,200 BUTTERCUP CREEK BLVD,119,CEDAR PARK,TX,786133708,US,5122501168,,200 BUTTERCUP CREEK BLVD,119,CEDAR PARK,TX,786133708,5122501168,,11/30/2011,5/21/2012,MATTHEWS,VICKI,,MANAGER,5122501168,101YP2500X,,,N,171000000X,171100000X,172M00000X,251V00000X,261QR0400X,261QX0100X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,
1366711632,2,THREE LAKES SURGICARE PLLC,,,5000 BEE CAVE RD STE 202,,WEST LAKE HILLS,TX,787465254,US,5123288900,,5000 BEE CAVE RD STE 202,,WEST LAKE HILLS,TX,787465254,5123288900,,12/15/2011,12/15/2011,THOMAJAN,CRAIG,H,DOCTOR OF PODIATRIC MEDICINE,5123288900,261QA1903X,P1720,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,D.P.M.,,,
1295004257,2,KYLE CROSSING IMAGING CENTER,,,PO BOX 14149,,BATON ROUGE,LA,708984149,US,2259249827,2259249829,135 BUNTON CREEK ROAD,SUITE 101,KYLE,TX,78640,2259249827,,12/21/2011,12/21/2011,STAGG,JOHN,,PRESIDENT,2259529141,261QM1200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,,,,
1346519212,2,MIDTOWN INTERVENTIONAL PAIN CENTER LLD,,,PO BOX 674231,,DALLAS,TX,752674231,US,9724791115,9723468015,911 W ANDERSON LN,STE 104,AUSTIN,TX,787571501,5124671100,5126471101,12/22/2011,12/22/2011,GROSBECK,TED,,MANAGER,4693626909,261QP3300X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1598035651,2,"H-E-B, LP",HEB PHARMACY #641,3,646 S FLORES ST,,SAN ANTONIO,TX,782041219,US,2109383182,,1841 CHURCH ST.,,GONZALES,TX,78629,8306726590,8306726191,1/6/2012,9/25/2020,LIENDO,DAVID,,GOVERNMENT PROGRAMS MANAGER,2109383182,291U00000X,,,N,3336C0003X,,,,,,,,,,,,,,469276,5,TX,,27810,1,TX,STATE BOARD OF PHARMACY,5905039,1,,NCPDP,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2020
1982975504,2,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,3,5080 SPECTRUM DR,SUITE1200W,ADDISON,TX,750014648,US,,,9333 RESEARCH BLVD,SUITE 400,AUSTIN,TX,787597364,5124677232,5124677203,1/13/2012,1/26/2016,HASSETT,ROBERT,,PRESIDENT,9723648000,261QU0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,DO,,,
1275804833,2,OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST PA,CONCENTRA MEDICAL CENTER,3,5080 SPECTRUM DRIVE,SUITE 1200 WEST,ADDISON,TX,750014624,US,9723648000,,9333 RESEARCH BLVD,SUITE 400,AUSTIN,TX,787597364,5124677232,5124677203,1/13/2012,4/22/2015,HASSETT,ROBERT,,PRESIDENT,9727207906,261QH0100X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,"DO, MPH",,,
1366713844,2,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",FRESENIUS MEDICAL CARE CHISHOLM TRAIL,3,1900 SCENIC DR STE 1128,,GEORGETOWN,TX,786267874,US,5128199104,5128688364,1900 SCENIC DR STE 1128,,GEORGETOWN,TX,786267874,5128199104,5128688364,1/16/2012,10/18/2023,BLANTON,BARRY,L.,VICE PRESIDENT,7816999000,261QE0700X,,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",<UNAVAIL>,,,,,,10/18/2023
1528339447,2,"CP SURGERY CENTER, LLC",,,900 W 38TH ST,SUITE 200,AUSTIN,TX,787051127,US,5123232061,5123232192,900 W 38TH ST,SUITE 200,AUSTIN,TX,787051127,5123232061,5123232192,1/24/2012,4/19/2018,SWINNEY,WILLIAM,GREGORY,VP,9727892877,261QA1903X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1376814269,2,INTEGRA PHYSICAL THERAPY LLC,,,1202 FM 685,C3,PFLUGERVILLE,TX,786602931,US,5125011888,5124288189,1202 FM 685 STE C3,,PFLUGERVILLE,TX,786602913,5125011888,,1/24/2012,2/12/2014,HALL,PRISCILLA,JAMES,OWNER,5125011888,261QP2000X,1147205,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,"PT, MPT, OCS, CIMT",,,
1720350978,2,CENTRAL TEXAS COMMUNITY HEALTH CENTERS,COMMUNITYCARE - NORTH CENTRAL,5,PO BOX 17366,,AUSTIN,TX,787607366,US,,,1210 W. BRAKER LANE,,AUSTIN,TX,78758,5129789300,,2/3/2012,8/13/2015,KONECNY,CAROLYN,,CFO,5129789000,261QF0400X,,,Y,,,,,,,,,,,,,,,2894107-01,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,CENTRAL TEXAS COMMUNITY HEALTH CENTERS,<UNAVAIL>,,,,,,
1053683185,2,ST DAVIDS HEALTHCARE PARTNERSHIP LP LLP,ROUND ROCK MEDICAL CENTER,3,2400 ROUND ROCK AVE,,ROUND ROCK,TX,786814004,US,5122556066,5122381799,2400 ROUND ROCK AVE,,ROUND ROCK,TX,786814004,5122556066,5122381799,2/6/2012,12/3/2018,WIESS,LAURA,,CFO,5123416404,273Y00000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,ST DAVIDS HEALTHCARE PARTNERSHIP LP LLP,<UNAVAIL>,,,,,,
1205108180,2,AUSTIN SOUTHWEST ORTHOPAEDIC GROUP IMAGING LLC,,,900 W 38TH ST,SUITE 100,AUSTIN,TX,787051127,US,5125013840,5125013841,900 W 38TH ST,SUITE 100,AUSTIN,TX,787051127,5125013840,5125013841,2/7/2012,2/7/2012,MCKINNEY,SHAWN,RENEE,FRONT OFFICE MGR,5125013840,261QR0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MRS.,,FRONT OFFICE MGR,,,
1780958470,2,"MEDSPRING OF TEXAS, PA",MEDSPRING,3,PO BOX 160247,,AUSTIN,TX,787160247,US,8889800505,5124857393,2120 GUADALUPE ST,SUITE 100,AUSTIN,TX,787055516,5128618030,5124857393,2/28/2012,5/4/2012,BELSHER,JON,LESLIE,PRESIDENT,5124026235,261QU0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,M.D.,,,
1689948002,2,"LEANDER HEALTHCARE CENTER, LLC",,,2701 S HIGHWAY 183,SUITE B,LEANDER,TX,786412300,US,5122595111,5122595255,2701 S HIGHWAY 183,SUITE B,LEANDER,TX,786412300,5122595111,5122595255,3/2/2012,3/2/2012,HENRY,CANDY,,OFFICE MANAGER,5122595111,261QH0100X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1861766016,2,"HAYS SURGERY CENTER, LLC",,,5300 BEE CAVE RD,BUILDING 3 - SUITE 100,WEST LAKE HILLS,TX,787465226,US,5123145438,5123145439,135 BUNTON CREEK ROAD,SUITE 201,KYLE,TX,78640,5123145438,5123145439,3/6/2012,3/6/2012,LEGER,JARED,,MANAGING PARTNER,5127723773,261QA1903X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"ARISE VENTURES, LLC DBA ARISE HEALTHCARE",<UNAVAIL>,MR.,,RN,,,
1225303100,2,"MEDSPRING OF TEXAS, PA",MEDSPRING,3,PO BOX 160247,,AUSTIN,TX,787160247,US,8889800505,5124857393,1335 E WHITESTONE BLVD,"BUILDING P, SUITE 100",CEDAR PARK,TX,786137598,5124026840,5124857393,3/12/2012,5/4/2012,BELSHER,JON,LESLIE,PRESIDENT,5124026235,261QU0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,M.D.,,,
1477828028,2,PSA ANESTHESIA PLLC,MEDSTAR ANESTHESIA,3,PO BOX 208379,,DALLAS,TX,753208379,US,8558767246,8443648678,4100 DUVAL RD STE 100,,AUSTIN,TX,787593550,8558767246,8552775070,3/15/2012,9/4/2024,OPALAK,ANGELA,,VICE PRESIDENT OF RCM,5124857200,207L00000X,,,Y,261QA1903X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193400000X SINGLE SPECIALTY  GROUP,,9/4/2024
1700151040,2,PFLUGERVILLE MEDICAL CENTER,,,PO BOX 840795,,DALLAS,TX,752840795,US,9728996666,9728995954,15100 FM 1825,,PFLUGERVILLE,TX,786603129,5126009888,9728995954,3/20/2012,1/8/2018,WILLIAMS,FRANK,,CFO,9728996666,261QE0002X,160043,TX,Y,,,,,,,,,,,,,,,434148,1,TX,JACHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1457617821,2,WESTLAKE INTERVENTIONAL PAIN CENTER LLC,,,P O BOX 674194,,DALLAS,TX,752674194,US,,,901 W 38TH ST,SUITE 101,AUSTIN,TX,787051163,9722344740,9722340212,4/10/2012,4/10/2012,GROSBECK,TED,,MANAGER,4693626909,261QP3300X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1942566286,2,HELPING HANDS REHABILITATION,HELPING HANDS FACILITIES,3,PO BOX 548,,LLANO,TX,786430548,US,3252473600,3252473699,114 E GRAYSON,,LLANO,TX,78643,3252473600,3252473699,4/11/2012,2/6/2014,LANGE,STEVEN,JAMES,PRESIDENT,3252473600,2251G0304X,,,N,2251N0400X,2251P0200X,2251S0007X,2251X0800X,225200000X,225X00000X,225XN1300X,225XP0019X,225XP0200X,235Z00000X,261QP2000X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,
1356608244,2,"MEDSPRING OF TEXAS, PA",MEDSPRING,3,3711 S MOPAC EXPWY,,AUSTIN,TX,787468014,US,8889800505,5124857393,11521 N FM 620,STE 100,AUSTIN,TX,787261139,5124026830,5124857393,4/16/2012,11/12/2015,KADERLI,CHERYL,LESLIE,PRESIDENT,5127659003,261QU0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,M.D.,,,
1710244587,2,MEDSPRING OF GEORGIA LLC,MEDSPRING,3,PO BOX 160247,,AUSTIN,TX,787160247,US,8889800505,5124857393,1250 S CAPITAL OF TEXAS HWY,"BUILDING ONE, SUITE 500",WEST LAKE HILLS,TX,787466446,8889800505,5124857393,4/18/2012,4/18/2012,BELSHER,JON,LESLIE,PRESIDENT,5124026235,261QU0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,M.D.,,,
1598022972,2,LAKEWAY PSYCHIATRY AND BEHAVIORAL HEALTH,,,117 SEBASTIANS RUN,,AUSTIN,TX,787386556,US,,,117 SEBASTIANS RUN,,AUSTIN,TX,787386556,5125673390,,4/23/2012,4/23/2012,REZAEE,ZIBA,,PSYCHIATRIST,5125673390,261QM2500X,N7864,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,M.D.,,,
1689932162,2,MEDICUS PARTNERS LLC,AUSTIN MIDTOWN AMBULATORY SURGERY CENTER,3,901 W 38TH ST STE 101,,AUSTIN,TX,787051164,US,5129920027,5122917562,901 W 38TH ST STE 101,,AUSTIN,TX,787051164,5129920027,5122917562,5/2/2012,3/16/2018,GODBY,GRANT,LEE,MANAGING PARTNER,5126533459,261QP3300X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,,,,
1205195666,2,"MEDSPRING OF TEXAS, PA",MEDSPRING,3,PO BOX 160247,,AUSTIN,TX,787160247,US,8889800505,5124857393,3906 N LAMAR BLVD,SUITE 100,AUSTIN,TX,787564025,5128618040,5124857393,5/4/2012,5/4/2012,BELSHER,JON,LESLIE,PRESIDENT,5124026235,261QU0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,M.D.,,,
1013276096,2,BIRTHWISE BIRTH AND FAMILY CENTER LLC,,,1709 RIO GRANDE ST,,AUSTIN,TX,787011123,US,,,1709 RIO GRANDE ST,,AUSTIN,TX,787011123,5123749592,8664162062,5/10/2012,10/20/2012,BULLOCK,APRIL,,OWNER,5123749592,176B00000X,99022,TX,N,261QB0400X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193400000X SINGLE SPECIALTY  GROUP,,
1750640629,2,"MEDSPRING OF TEXAS, PA",MEDSPRING,3,PO BOX 160247,,AUSTIN,TX,787160247,US,8889800505,5124857393,1820 GATTIS SCHOOL ROAD,,ROUND ROCK,TX,78664,5128618050,5124857393,5/11/2012,5/11/2012,BELSHER,JON,LESLIE,PRESIDENT,5124026235,261QU0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,M.D.,,,
1265793848,2,HAYS COUNTY PERSONAL HEALTH DEPARTMENT,,,401 BROADWAY ST,,SAN MARCOS,TX,786667771,US,5123935520,,401 BROADWAY ST,,SAN MARCOS,TX,786667771,5123935520,5123935530,5/31/2012,5/31/2012,ANDERSON,CHARLES,,HEALTH DEPARTMENT HEALTH AUTHORITY,5127877283,261QP0905X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,MD,,,
1972866200,2,LONE STAR CIRCLE OF CARE,LONE STAR CIRCLE OF CARE AT GEORGETOWN WOMEN'S CENTER,3,205 E UNIVERSITY AVE,SUITE 200,GEORGETOWN,TX,786266814,US,5126860207,,1900 SCENIC DR,SUITE 3326,GEORGETOWN,TX,786267724,8778005722,5128691788,6/21/2012,9/18/2023,CALVIN,JONATHAN,DAVID,CEO,5129941933,261QF0400X,,,Y,,,,,,,,,,,,,,,3082265-01,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,LONE STAR CIRCLE OF CARE,<UNAVAIL>,,,,,,9/18/2023
1568726214,2,"PEOPLE'S COMMUNITY CLINIC, INC.",,,1101 CAMINO LA COSTA,,AUSTIN,TX,787523930,US,5124784939,5123200702,1101 CAMINO LA COSTA,,AUSTIN,TX,787523930,5124784939,5123200702,6/27/2012,11/19/2018,ROGOFF,REGINA,,CHIEF EXECUTIVE OFFICER,5124784939,261QF0400X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1710242441,2,"PEOPLE'S COMMUNITY CLINIC, INC.",PEOPLE'S COMMUNITY CLINIC OFF-SITE CLINIC AT AUSTIN CHILDREN'S SHELTER,3,1101 CAMINO LA COSTA,,AUSTIN,TX,787523930,US,5124784939,5123200702,4800 MANOR RD,,AUSTIN,TX,787235471,5124784939,5123200702,7/9/2012,11/19/2018,ROGOFF,REGINA,,CHIEF EXECUTIVE OFFICER,5124784939,261QF0400X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1144575119,2,AUSTIN CITY MEDICAL CTR,,,11149 RESEARCH BLVD,SUITE 360,AUSTIN,TX,787595279,US,5123457900,5123457901,11149 RESEARCH BLVD,SUITE 360,AUSTIN,TX,787595279,5123457900,5123457901,7/17/2012,7/17/2012,OSSORIO,ANDRES,,OWNER,5123457900,293D00000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1194070060,2,"NOURISH. AN INTEGRATIVE MEDICAL PRACTICE, PLLC",,,3705 MEDICAL PKWY STE 340,,AUSTIN,TX,787051023,US,,,1701 TOOMEY RD,,AUSTIN,TX,787041033,5124543781,5124544058,7/17/2012,7/17/2012,CARRASCO,ALEJANDRA,VARELA,OWNER,5127500108,261QH0100X,N3539,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,M.D.,,,
1336494608,2,REDBUD HOMECARE SERVICES LLC,,,16222 OAK GROVE RD,,BUDA,TX,786102914,US,5127403317,,16222 OAK GROVE RD,,BUDA,TX,786102914,5127403317,,7/23/2012,7/23/2012,WALKER-MCBAY,ANNE,,OWNER,5127403317,302R00000X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MS.,,,,,
1821344862,2,WALGREEN CO,WALGREENS #15156,3,1901 E VOORHEES ST,MS 790,DANVILLE,IL,618344509,US,2177092351,2177092344,6205 FM 2770,,KYLE,TX,786408935,5122682040,5122682539,7/27/2012,2/28/2023,TAYLOR,KIRA,,MANAGER,2177092351,291U00000X,,,N,332B00000X,333600000X,3336C0003X,,,,,,,,,,,,468817,5,TX,,5906598,1,TX,NCPDP,466834,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,WALGREENS BOOTS ALLIANCE INC,<UNAVAIL>,,,,,,2/28/2023
